N,종목명,현재가,전일비,등락률,액면가,매수호가
1065.0,신한 WTI원유 선물 ETN(H),7385.0,상승  105,+1.44%,0.0,7380.0
1066.0,부산산업,69700.0,하락  900,-1.27%,5000.0,69600.0
1067.0,조광페인트,5750.0,하락  120,-2.04%,500.0,5740.0
1068.0,WON 25-09 회사채(AA-이상)액티브,54390.0,상승  5,+0.01%,0.0,54380.0
1069.0,인바이오젠,7320.0,상승  170,+2.38%,500.0,7310.0
1070.0,KODEX 글로벌비만치료제TOP2 Plus,10495.0,하락  100,-0.94%,0.0,10485.0
1071.0,하나 Solactive 2X US Tech Top 10 ETN(H),73445.0,보합0,0.00%,0.0,72140.0
1072.0,KODEX 미국10년국채선물,12225.0,상승  10,+0.08%,0.0,12220.0
1073.0,지엠비코리아,3840.0,상승  55,+1.45%,500.0,3790.0
1074.0,RISE 중국본토대형주CSI100,19150.0,하락  390,-2.00%,0.0,19150.0
1075.0,일동홀딩스,6300.0,하락  60,-0.94%,1000.0,6300.0
1076.0,한신공영,6280.0,하락  10,-0.16%,5000.0,6270.0
1077.0,형지엘리트,1900.0,하락  185,-8.87%,500.0,1900.0
1078.0,ACE 미국주식베스트셀러,15365.0,하락  175,-1.13%,0.0,15360.0
1079.0,콤텍시스템,596.0,상승  1,+0.17%,500.0,595.0
1080.0,RISE AI&로봇,8830.0,하락  235,-2.59%,0.0,8830.0
1081.0,SOL CD금리&머니마켓액티브,50115.0,상승  5,+0.01%,0.0,50110.0
1082.0,까뮤이앤씨,1199.0,하락  16,-1.32%,500.0,1190.0
1083.0,인터지스,2395.0,하락  60,-2.44%,500.0,2395.0
1084.0,KODEX 헬스케어,16525.0,하락  505,-2.97%,0.0,16525.0
1085.0,SOL 중단기회사채(A-이상)액티브,50175.0,하락  10,-0.02%,0.0,50175.0
1086.0,TIGER 현대차그룹+펀더멘털,28855.0,상승  60,+0.21%,0.0,28830.0
1087.0,삼화전자,4185.0,하락  165,-3.79%,1000.0,4185.0
1088.0,쌍방울,13450.0,보합0,0.00%,500.0,0.0
1089.0,RISE 미국S&P500(H),13785.0,하락  120,-0.86%,0.0,13780.0
1090.0,KB 레버리지 나스닥 100 ETN,23420.0,하락  390,-1.64%,0.0,23390.0
1091.0,RISE 코스닥150선물레버리지,8160.0,하락  285,-3.37%,0.0,8140.0
1092.0,SK우,123500.0,하락  500,-0.40%,200.0,123500.0
1093.0,TIGER 인터넷TOP10,3890.0,상승  60,+1.57%,0.0,3875.0
1094.0,기신정기,2375.0,하락  10,-0.42%,500.0,2375.0
1095.0,ACE 8월만기자동연장회사채AA-이상액티브,10445.0,하락  15,-0.14%,0.0,10445.0
1096.0,TP,1353.0,하락  11,-0.81%,500.0,1347.0
1097.0,SOL 미국S&P500ESG,16070.0,하락  60,-0.37%,0.0,16035.0
1098.0,웅진,864.0,상승  7,+0.82%,500.0,859.0
1099.0,HANARO Fn조선해운,18495.0,하락  95,-0.51%,0.0,18495.0
1100.0,신한 인버스 2X 코스닥 150 선물 ETN,6840.0,상승  220,+3.32%,0.0,6840.0
1101.0,고려산업,2715.0,하락  5,-0.18%,1000.0,2715.0
1102.0,미래에셋증권우,4800.0,상승  5,+0.10%,5000.0,4800.0
1103.0,한솔홈데코,838.0,상승  16,+1.95%,1000.0,838.0
1104.0,엔케이,850.0,하락  10,-1.16%,500.0,843.0
1105.0,세원이앤씨,1270.0,보합0,0.00%,500.0,0.0
1106.0,키움 미국달러선물 ETN,13380.0,상승  5,+0.04%,0.0,13380.0
1107.0,신한글로벌액티브리츠,1538.0,하락  10,-0.65%,1000.0,1536.0
1108.0,PLUS 신흥국MSCI(합성 H),10180.0,하락  10,-0.10%,0.0,10175.0
1109.0,미래에셋맵스리츠,2670.0,보합0,0.00%,1000.0,2665.0
1110.0,테이팩스,13990.0,하락  70,-0.50%,500.0,13990.0
1111.0,화천기계,3030.0,하락  25,-0.82%,500.0,3025.0
1112.0,신한 레버리지 S&P500 선물 ETN,33240.0,하락  500,-1.48%,0.0,33240.0
1113.0,TIGER 차이나HSCEI,13705.0,하락  305,-2.18%,0.0,13695.0
1114.0,삼화왕관,30750.0,하락  100,-0.32%,5000.0,30750.0
1115.0,대림B&Co,3970.0,하락  5,-0.13%,1000.0,3970.0
1116.0,PLUS 국고채10년액티브,55945.0,하락  100,-0.18%,0.0,55880.0
1117.0,부국증권우,21850.0,하락  50,-0.23%,5000.0,21800.0
1118.0,한솔로지스틱스,2315.0,상승  10,+0.43%,500.0,2310.0
1119.0,RISE 버크셔포트폴리오TOP10,13160.0,보합0,0.00%,0.0,13160.0
1120.0,TIGER 경기방어,10370.0,하락  15,-0.14%,0.0,10340.0
1121.0,KODEX 아시아달러채권ESG플러스액티브,63000.0,상승  305,+0.49%,0.0,62840.0
1122.0,GS우,36400.0,상승  50,+0.14%,5000.0,36350.0
1123.0,TIGER 미국S&P500레버리지(합성 H),41095.0,하락  665,-1.59%,0.0,41090.0
1124.0,삼성 레버리지 금 선물 ETN(H),64835.0,하락  825,-1.26%,0.0,64750.0
1125.0,RISE 고배당,13635.0,상승  15,+0.11%,0.0,13635.0
1126.0,IHQ,10760.0,보합0,0.00%,500.0,0.0
1127.0,TIGER 200선물인버스2X,2170.0,하락  15,-0.69%,0.0,2165.0
1128.0,ACE 포스코그룹포커스,5445.0,상승  20,+0.37%,0.0,5430.0
1129.0,보해양조,462.0,상승  20,+4.52%,500.0,461.0
1130.0,KB Wise 분할매매 ETN,10695.0,상승  5,+0.05%,0.0,10690.0
1131.0,삼정펄프,25550.0,"하락  1,050",-3.95%,5000.0,25550.0
1132.0,메리츠 KAP 통안채 3개월 ETN,53195.0,보합0,0.00%,0.0,53200.0
1133.0,KODEX TRF7030,18770.0,상승  85,+0.45%,0.0,18765.0
1134.0,SG세계물산,315.0,하락  4,-1.25%,500.0,315.0
1135.0,상신브레이크,2955.0,보합0,0.00%,500.0,2950.0
1136.0,KB 레버리지 S&P 500 선물 ETN(H),15770.0,하락  260,-1.62%,0.0,15760.0
1137.0,혜인,4960.0,하락  40,-0.80%,500.0,4960.0
1138.0,보락,1047.0,하락  8,-0.76%,200.0,1047.0
1139.0,PLUS 미국S&P500(H),22940.0,하락  185,-0.80%,0.0,22930.0
1140.0,KODEX WTI원유선물(H),14560.0,상승  190,+1.32%,0.0,14560.0
1141.0,새론오토모티브,3215.0,하락  130,-3.89%,500.0,3215.0
1142.0,KODEX 미국달러선물,14490.0,상승  55,+0.38%,0.0,14485.0
1143.0,HANARO 25-12 은행채(AA+이상)액티브,10165.0,하락  5,-0.05%,0.0,10165.0
1144.0,KODEX 미국달러선물인버스,7740.0,하락  35,-0.45%,0.0,7740.0
1145.0,RISE 국고채3년선물인버스,110125.0,하락  10,-0.01%,0.0,110125.0
1146.0,평화산업,1118.0,하락  21,-1.84%,500.0,1118.0
1147.0,TIGER 글로벌AI전력인프라액티브,11895.0,하락  220,-1.82%,0.0,11895.0
1148.0,TIGER 인도니프티50레버리지(합성),41300.0,"상승  1,290",+3.22%,0.0,41300.0
1149.0,두산퓨얼셀1우,4550.0,하락  10,-0.22%,100.0,4530.0
1150.0,HANARO 원자력iSelect,19910.0,하락  5,-0.03%,0.0,19900.0
1151.0,DSR,3790.0,하락  90,-2.32%,500.0,3790.0
1152.0,신한 레버리지 코스닥 150 선물 ETN,24195.0,하락  905,-3.61%,0.0,24195.0
1153.0,비상교육,4650.0,하락  45,-0.96%,500.0,4645.0
1154.0,STX그린로지스,8410.0,하락  60,-0.71%,2500.0,8400.0
1155.0,삼성 미국 대형 성장주 ETN,30085.0,보합0,0.00%,0.0,29900.0
1156.0,동양피스톤,4565.0,하락  25,-0.54%,500.0,4565.0
1157.0,KODEX 차이나H레버리지(H),2870.0,하락  160,-5.28%,0.0,2870.0
1158.0,화천기공,27250.0,하락  650,-2.33%,5000.0,27250.0
1159.0,광명전기,1379.0,하락  35,-2.48%,500.0,1379.0
1160.0,ACE 글로벌인컴TOP10 SOLACTIVE,11380.0,하락  30,-0.26%,0.0,11375.0
1161.0,화승알앤에이,3145.0,상승  5,+0.16%,500.0,3135.0
1162.0,대양금속,1410.0,상승  31,+2.25%,500.0,1408.0
1163.0,서원,1258.0,하락  17,-1.33%,500.0,1258.0
1164.0,삼성 인버스 2X 나스닥 100 ETN,11915.0,상승  260,+2.23%,0.0,11900.0
1165.0,KB 천연가스 선물 ETN(H),5925.0,하락  425,-6.69%,0.0,5920.0
1166.0,아모레G우,9180.0,상승  10,+0.11%,500.0,9150.0
1167.0,PLUS 고배당주채권혼합,12500.0,하락  5,-0.04%,0.0,12485.0
1168.0,TIGER 국채3년,107105.0,하락  35,-0.03%,0.0,107100.0
1169.0,ACE 글로벌자율주행액티브,10545.0,하락  400,-3.65%,0.0,10540.0
1170.0,삼성 레버리지 은 선물 ETN(H),19250.0,하락  875,-4.35%,0.0,19245.0
1171.0,진양폴리,5760.0,상승  130,+2.31%,500.0,5730.0
1172.0,이스타코,1340.0,하락  100,-6.94%,500.0,1340.0
1173.0,엑시큐어하이트론,750.0,하락  73,-8.87%,500.0,749.0
1174.0,인팩,5720.0,보합0,0.00%,500.0,5670.0
1175.0,HANARO Fn K-POP&미디어,7480.0,상승  105,+1.42%,0.0,7480.0
1176.0,RISE 미국달러SOFR금리액티브(합성),12120.0,상승  95,+0.79%,0.0,12060.0
1177.0,TIGER 차이나전기차레버리지(합성),7415.0,하락  475,-6.02%,0.0,7415.0
1178.0,마니커,886.0,상승  3,+0.34%,500.0,884.0
1179.0,ACE 단기채권알파액티브,109752.0,하락  3,0.00%,0.0,109750.0
1180.0,티에이치엔,3110.0,하락  10,-0.32%,500.0,3105.0
1181.0,미래에셋 레버리지 코스피200 선물 ETN,27980.0,상승  240,+0.87%,0.0,27980.0
1182.0,금비,55900.0,하락  100,-0.18%,5000.0,55900.0
1183.0,TIGER 미국나스닥바이오,23685.0,하락  295,-1.23%,0.0,23680.0
1184.0,한국종합기술,5080.0,하락  50,-0.97%,500.0,5080.0
1185.0,영풍제지,994.0,하락  6,-0.60%,500.0,994.0
1186.0,ACE 중장기국공채액티브,107610.0,하락  70,-0.07%,0.0,107575.0
1187.0,DL이앤씨2우(전환),26200.0,하락  200,-0.76%,5000.0,26050.0
1188.0,한투 레버리지 금 선물 ETN,54915.0,하락  435,-0.79%,0.0,54860.0
1189.0,천일고속,38300.0,하락  250,-0.65%,5000.0,38300.0
1190.0,케이비아이동국실업,491.0,상승  2,+0.41%,500.0,489.0
1191.0,다스코,2900.0,상승  5,+0.17%,500.0,2900.0
1192.0,KIWOOM 미국나스닥100(H),15975.0,하락  160,-0.99%,0.0,15965.0
1193.0,갤럭시아에스엠,1971.0,하락  16,-0.81%,500.0,1968.0
1194.0,명문제약,1599.0,하락  15,-0.93%,500.0,1599.0
1195.0,이건산업,4950.0,하락  50,-1.00%,5000.0,4945.0
1196.0,조비,10420.0,하락  50,-0.48%,5000.0,10390.0
1197.0,선도전기,3000.0,보합0,0.00%,500.0,0.0
1198.0,코오롱인더우,19440.0,하락  60,-0.31%,5000.0,19420.0
1199.0,SOL 미국TOP5채권혼합40 Solactive,13040.0,보합0,0.00%,0.0,13020.0
1200.0,범양건영,1935.0,보합0,0.00%,1000.0,0.0
1201.0,SOL 금융지주플러스고배당,11415.0,하락  5,-0.04%,0.0,11410.0
1202.0,미래에셋 0.5X 코스피200 선물 ETN,10580.0,상승  15,+0.14%,0.0,10580.0
1203.0,ACE 인도컨슈머파워액티브,9525.0,상승  85,+0.90%,0.0,9525.0
1204.0,KODEX 미국메타버스나스닥액티브,13680.0,하락  150,-1.08%,0.0,13670.0
1205.0,인디에프,700.0,하락  9,-1.27%,500.0,700.0
1206.0,서울식품,140.0,하락  1,-0.71%,100.0,140.0
1207.0,메타케어,317.0,하락  1,-0.31%,500.0,317.0
1208.0,삼일씨엔에스,4100.0,보합0,0.00%,1000.0,4095.0
1209.0,SOL 미국30년국채액티브(H),9205.0,하락  25,-0.27%,0.0,9195.0
1210.0,KODEX 미국S&P500금융,17880.0,하락  5,-0.03%,0.0,17870.0
1211.0,KODEX iShares미국하이일드액티브,11725.0,상승  20,+0.17%,0.0,11720.0
1212.0,문배철강,2525.0,하락  100,-3.81%,500.0,2525.0
1213.0,현대건설우,49050.0,하락  150,-0.30%,5000.0,48950.0
1214.0,씨아이테크,1030.0,하락  17,-1.62%,500.0,1030.0
1215.0,KODEX Top10동일가중,7450.0,하락  15,-0.20%,0.0,7430.0
1216.0,롯데칠성우,65900.0,보합0,0.00%,500.0,65500.0
1217.0,마이다스 코스피액티브,21260.0,상승  115,+0.54%,0.0,21255.0
1218.0,SH에너지화학,459.0,하락  2,-0.43%,500.0,459.0
1219.0,RISE 대형고배당10TR,19950.0,상승  210,+1.06%,0.0,19905.0
1220.0,TIGER 코스닥150 레버리지,8160.0,하락  285,-3.37%,0.0,8155.0
1221.0,미래에셋 KRX금현물 Auto-KO-C 2810-01 ETN,16860.0,하락  70,-0.41%,0.0,16860.0
1222.0,삼성 미국 대형 가치주 ETN,25235.0,보합0,0.00%,0.0,25140.0
1223.0,메리츠 레버리지 미국채30년 ETN(H),5045.0,하락  45,-0.88%,0.0,5035.0
1224.0,RISE 2차전지TOP10,8580.0,하락  155,-1.77%,0.0,8580.0
1225.0,SOL 한국형글로벌반도체액티브,18415.0,하락  115,-0.62%,0.0,18360.0
1226.0,SOL K방산,16685.0,하락  730,-4.19%,0.0,16685.0
1227.0,한일철강,1865.0,하락  15,-0.80%,500.0,1865.0
1228.0,DSR제강,3455.0,하락  60,-1.71%,500.0,3455.0
1229.0,미래에셋 0.5X 코스닥150 선물 ETN,9945.0,보합0,0.00%,0.0,9860.0
1230.0,부국철강,2485.0,하락  20,-0.80%,500.0,2480.0
1231.0,WON 대한민국국고채액티브,58875.0,상승  10,+0.02%,0.0,58800.0
1232.0,아진전자부품,1007.0,하락  3,-0.30%,500.0,1002.0
1233.0,웰바이오텍,545.0,보합0,0.00%,500.0,0.0
1234.0,시디즈,24750.0,하락  200,-0.80%,500.0,24750.0
1235.0,삼성 KRX 금현물 ETN,24705.0,하락  140,-0.56%,0.0,24710.0
1236.0,KoAct 글로벌AI&로봇액티브,13900.0,하락  140,-1.00%,0.0,13895.0
1237.0,미래에셋 1.5X 천연가스 선물 ETN,19650.0,"하락  2,260",-10.31%,0.0,19605.0
1238.0,KODEX 차이나H,23890.0,하락  455,-1.87%,0.0,23855.0
1239.0,신한 인버스 2X WTI원유 선물 ETN(H),77.0,하락  2,-2.53%,0.0,76.0
1240.0,성보화학,2430.0,하락  15,-0.61%,500.0,2425.0
1241.0,플레이그램,319.0,상승  6,+1.92%,100.0,318.0
1242.0,HANARO CAPEX설비투자iSelect,15820.0,하락  120,-0.75%,0.0,15820.0
1243.0,미래에셋 레버리지 코스닥150 선물 ETN,24095.0,하락  835,-3.35%,0.0,24065.0
1244.0,KIWOOM 코리아밸류업,10470.0,상승  10,+0.10%,0.0,10425.0
1245.0,TIGER 엔비디아미국채커버드콜밸런스(합성),9620.0,상승  25,+0.26%,0.0,9615.0
1246.0,KODEX 미국러셀2000(H),12315.0,하락  200,-1.60%,0.0,12315.0
1247.0,KIWOOM 국고채30년액티브,66585.0,하락  10,-0.02%,0.0,66560.0
1248.0,메리츠 국채30년 ETN,9555.0,상승  5,+0.05%,0.0,9540.0
1249.0,ACE AI반도체포커스,14470.0,상승  240,+1.69%,0.0,14435.0
1250.0,미래산업,801.0,하락  4,-0.50%,500.0,800.0
1251.0,PLUS 200TR,41465.0,상승  115,+0.28%,0.0,41440.0
1252.0,TIGER 레버리지,16990.0,상승  170,+1.01%,0.0,16990.0
1253.0,유성기업,1831.0,하락  4,-0.22%,500.0,1831.0
1254.0,씨티알모빌리티,5500.0,상승  30,+0.55%,500.0,5500.0
1255.0,PLUS 미국채30년액티브,55295.0,하락  150,-0.27%,0.0,55270.0
1256.0,KB 블룸버그 인버스2X 천연가스선물 ETN(H),18850.0,"상승  2,280",+13.76%,0.0,18850.0
1257.0,SJM홀딩스,3155.0,상승  10,+0.32%,500.0,3155.0
1258.0,TIMEFOLIO 코스피액티브,9810.0,상승  15,+0.15%,0.0,9790.0
1259.0,케이탑리츠,979.0,하락  4,-0.41%,1000.0,979.0
1260.0,한화솔루션우,18260.0,하락  440,-2.35%,5000.0,18200.0
1261.0,삼성 미국 대형 성장주 ETN(H),23500.0,하락  140,-0.59%,0.0,23440.0
1262.0,RISE 코리아밸류업,10435.0,상승  10,+0.10%,0.0,10380.0
1263.0,미래에셋-0.5X S&P500 VIX S/T선물 ETN(H)B,18735.0,상승  90,+0.48%,0.0,18735.0
1264.0,RISE 미국배당100데일리고정커버드콜,10060.0,하락  15,-0.15%,0.0,10060.0
1265.0,SJM,2985.0,상승  20,+0.67%,500.0,2980.0
1266.0,RISE 중국본토CSI300,11045.0,하락  205,-1.82%,0.0,11000.0
1267.0,신한 구리 선물 ETN(H),23040.0,하락  60,-0.26%,0.0,22970.0
1268.0,SK디스커버리우,33900.0,상승  50,+0.15%,5000.0,33800.0
1269.0,N2 월간 레버리지 방위산업 Top5 ETN,45830.0,"하락  4,010",-8.05%,0.0,45805.0
1270.0,상상인증권,423.0,하락  2,-0.47%,1000.0,423.0
1271.0,N2 S&P500 버퍼10% 9월 ETN,15270.0,보합0,0.00%,0.0,15250.0
1272.0,마스턴프리미어리츠,1501.0,하락  4,-0.27%,1000.0,1501.0
1273.0,ACE 5월만기자동연장회사채AA-이상액티브,10455.0,보합0,0.00%,0.0,10450.0
1274.0,신풍,1306.0,상승  14,+1.08%,500.0,1295.0
1275.0,한투 레버리지일본니케이225선물 ETN(H),18250.0,하락  105,-0.57%,0.0,18175.0
1276.0,TIGER 유로스탁스50(합성 H),19345.0,하락  365,-1.85%,0.0,19345.0
1277.0,KB 인버스 천연가스 선물 ETN,10025.0,상승  680,+7.28%,0.0,10025.0
1278.0,신한 레버리지 다우존스지수 선물 ETN(H),45035.0,하락  500,-1.10%,0.0,45035.0
1279.0,에쓰씨엔지니어링,1281.0,상승  1,+0.08%,500.0,1280.0
1280.0,HANARO e커머스,10200.0,상승  115,+1.14%,0.0,10180.0
1281.0,한투 코스피 양매도 3% OTM ETN,8930.0,보합0,0.00%,0.0,8905.0
1282.0,PLUS 단기채권액티브,116495.0,보합0,0.00%,0.0,116480.0
1283.0,우성,14320.0,하락  160,-1.10%,5000.0,14320.0
1284.0,이엔플러스,602.0,하락  143,-19.19%,500.0,601.0
1285.0,HANARO 32-10 국고채액티브,57560.0,하락  75,-0.13%,0.0,57520.0
1286.0,신한 금 선물 ETN(H),22035.0,하락  150,-0.68%,0.0,22040.0
1287.0,파워 200,36315.0,상승  215,+0.60%,0.0,36280.0
1288.0,한투 인버스2X일본니케이225선물 ETN(H),17385.0,상승  115,+0.67%,0.0,17455.0
1289.0,KODEX 증권,8300.0,상승  30,+0.36%,0.0,8295.0
1290.0,대유에이텍,923.0,하락  5,-0.54%,500.0,923.0
1291.0,메리츠 레버리지 금 선물 ETN(H),43100.0,하락  330,-0.76%,0.0,42765.0
1292.0,KIWOOM 미국달러선물인버스,8065.0,하락  25,-0.31%,0.0,8065.0
1293.0,N2 레버리지 금 선물 ETN(H),42965.0,하락  650,-1.49%,0.0,42855.0
1294.0,삼성 레버리지 항셍테크 ETN(H) B,42895.0,"하락  3,440",-7.42%,0.0,42665.0
1295.0,유니드비티플러스,4035.0,하락  25,-0.62%,1000.0,4030.0
1296.0,SK케미칼우,20150.0,하락  50,-0.25%,5000.0,20050.0
1297.0,하나 Solactive US Tech Top 10 ETN(H),21275.0,보합0,0.00%,0.0,21085.0
1298.0,키움 코스피 200 TR ETN,10630.0,상승  30,+0.28%,0.0,10630.0
1299.0,RISE 금융채액티브,103290.0,상승  5,0.00%,0.0,103290.0
1300.0,에셋플러스 글로벌플랫폼액티브,12065.0,하락  10,-0.08%,0.0,12045.0
1301.0,일진디스플,817.0,하락  5,-0.61%,500.0,817.0
1302.0,TIGER 차이나항셍테크레버리지(합성 H),10465.0,하락  845,-7.47%,0.0,10460.0
1303.0,KIWOOM 통안채1년,103540.0,보합0,0.00%,0.0,103540.0
1304.0,영화금속,801.0,하락  33,-3.96%,500.0,800.0
1305.0,한창제지,689.0,하락  7,-1.01%,500.0,689.0
1306.0,WON 단기국공채액티브,53485.0,보합0,0.00%,0.0,53485.0
1307.0,KODEX 인도타타그룹,9480.0,상승  80,+0.85%,0.0,9475.0
1308.0,우진플라임,2035.0,상승  20,+0.99%,500.0,2030.0
1309.0,PLUS 글로벌방산,14015.0,하락  285,-1.99%,0.0,14015.0
1310.0,KODEX 미디어&엔터테인먼트,11600.0,상승  35,+0.30%,0.0,11600.0
1311.0,ACE 2월만기자동연장회사채AA-이상액티브,10460.0,상승  5,+0.05%,0.0,10450.0
1312.0,TIGER S&P글로벌헬스케어(합성),24680.0,하락  25,-0.10%,0.0,24495.0
1313.0,미래에셋 2X 홍콩H 선물 ETN,40440.0,"하락  2,640",-6.13%,0.0,40675.0
1314.0,계양전기,1485.0,하락  10,-0.67%,500.0,1485.0
1315.0,ACE 삼성그룹섹터가중,14420.0,상승  105,+0.73%,0.0,14420.0
1316.0,유화증권우,2310.0,하락  10,-0.43%,1000.0,2310.0
1317.0,영흥,398.0,하락  3,-0.75%,500.0,398.0
1318.0,한익스프레스,3350.0,하락  55,-1.62%,500.0,3350.0
1319.0,SOL 자동차TOP3플러스,10860.0,상승  25,+0.23%,0.0,10855.0
1320.0,KODEX K-신재생에너지액티브,16700.0,하락  295,-1.74%,0.0,16660.0
1321.0,TIMEFOLIO 미국S&P500액티브,19835.0,하락  125,-0.63%,0.0,19825.0
1322.0,SOL 미국나스닥100,12115.0,하락  85,-0.70%,0.0,12105.0
1323.0,KODEX 코스피TR,13320.0,상승  20,+0.15%,0.0,13330.0
1324.0,ACE 200TR,23470.0,상승  50,+0.21%,0.0,23490.0
1325.0,KODEX 미국S&P500배당귀족커버드콜(합성 H),8415.0,하락  10,-0.12%,0.0,8410.0
1326.0,삼성 미국 대형 가치주 ETN(H),19770.0,하락  80,-0.40%,0.0,19710.0
1327.0,유안타증권우,3060.0,보합0,0.00%,5000.0,3050.0
1328.0,핸즈코퍼레이션,1797.0,하락  17,-0.94%,500.0,1797.0
1329.0,남성,1080.0,하락  16,-1.46%,500.0,1079.0
1330.0,KODEX 코스피100,27925.0,상승  110,+0.40%,0.0,27920.0
1331.0,대원화성,947.0,하락  5,-0.53%,500.0,943.0
1332.0,다이나믹디자인,1126.0,보합0,0.00%,500.0,1080.0
1333.0,KODEX 국채선물10년,70495.0,하락  130,-0.18%,0.0,70490.0
1334.0,RISE 글로벌리얼티인컴,10645.0,하락  5,-0.05%,0.0,10640.0
1335.0,KODEX 미국달러선물레버리지,17075.0,상승  85,+0.50%,0.0,17070.0
1336.0,TIGER 차이나바이오테크SOLACTIVE,6585.0,하락  205,-3.02%,0.0,6585.0
1337.0,메리츠 미국채30년 ETN(H),7730.0,하락  40,-0.51%,0.0,7730.0
1338.0,부산주공,486.0,보합0,0.00%,500.0,0.0
1339.0,KIWOOM 미국달러선물,16475.0,상승  55,+0.33%,0.0,16460.0
1340.0,모나미,2005.0,상승  5,+0.25%,1000.0,2000.0
1341.0,KODEX 건설,3125.0,상승  15,+0.48%,0.0,3120.0
1342.0,미래에셋 미국 테크&반도체 TOP3 ETN,12540.0,하락  170,-1.34%,0.0,12475.0
1343.0,금호전기,654.0,하락  30,-4.39%,500.0,653.0
1344.0,WON 미국S&P500,15605.0,하락  70,-0.45%,0.0,15570.0
1345.0,MH에탄올,5070.0,하락  20,-0.39%,500.0,5030.0
1346.0,KODEX 200ESG,14335.0,상승  110,+0.77%,0.0,14290.0
1347.0,PLUS KOFR금리,107060.0,상승  10,+0.01%,0.0,107055.0
1348.0,ACE 마이크로소프트밸류체인액티브,11205.0,하락  20,-0.18%,0.0,11200.0
1349.0,TIGER 인버스,4800.0,하락  20,-0.41%,0.0,4795.0
1350.0,N2 방위산업 Top5 ETN,18480.0,하락  545,-2.86%,0.0,18315.0
1351.0,미래에셋 미국 방위산업 TOP3 ETN,12320.0,하락  10,-0.08%,0.0,12285.0
1352.0,KODEX 고배당,10525.0,상승  15,+0.14%,0.0,10525.0
1353.0,DL이앤씨우,17380.0,하락  60,-0.34%,5000.0,17310.0
1354.0,KIWOOM 국고채10년레버리지,114225.0,하락  255,-0.22%,0.0,114045.0
1355.0,PLUS 우주항공&UAM,17395.0,하락  905,-4.95%,0.0,17390.0
1356.0,RISE 미국AI밸류체인데일리고정커버드콜,10140.0,하락  5,-0.05%,0.0,10135.0
1357.0,HANARO 200선물레버리지,19050.0,상승  70,+0.37%,0.0,19105.0
1358.0,PLUS 선진국MSCI(합성 H),12970.0,하락  95,-0.73%,0.0,12910.0
1359.0,KODEX 인도Nifty50레버리지(합성),16770.0,상승  545,+3.36%,0.0,16740.0
1360.0,미래에셋 미국 AI TOP3 ETN,11970.0,하락  105,-0.87%,0.0,11970.0
1361.0,RISE 미국AI밸류체인TOP3Plus,11035.0,하락  30,-0.27%,0.0,11030.0
1362.0,메타랩스,1438.0,상승  22,+1.55%,2500.0,1437.0
1363.0,삼성 레버리지 나스닥 100 ETN,35720.0,하락  680,-1.87%,0.0,35720.0
1364.0,아이엠에셋 200,35700.0,상승  105,+0.29%,0.0,35680.0
1365.0,대림통상,2340.0,상승  20,+0.86%,1000.0,2335.0
1366.0,KODEX 200IT TR,11085.0,상승  95,+0.86%,0.0,11085.0
1367.0,WON 반도체밸류체인액티브,9715.0,상승  285,+3.02%,0.0,9670.0
1368.0,삼성 블룸버그 인버스 2X WTI원유 선물 ETN,14175.0,하락  375,-2.58%,0.0,14160.0
1369.0,PLUS 미국장기우량회사채,99240.0,하락  215,-0.22%,0.0,99165.0
1370.0,KODEX K-친환경조선해운액티브,17670.0,상승  155,+0.88%,0.0,17625.0
1371.0,삼성 레버리지 China A50 선물 ETN(H),35325.0,"하락  1,150",-3.15%,0.0,35310.0
1372.0,하나 레버리지 반도체 ETN,23550.0,상승  720,+3.15%,0.0,23550.0
1373.0,신한 은 선물 ETN(H),17650.0,하락  440,-2.43%,0.0,17670.0
1374.0,세우글로벌,1228.0,하락  10,-0.81%,500.0,1228.0
1375.0,체시스,1100.0,하락  33,-2.91%,500.0,1100.0
1376.0,KODEX TDF2040액티브,13790.0,하락  50,-0.36%,0.0,13790.0
1377.0,SUN&L,2770.0,보합0,0.00%,1000.0,2770.0
1378.0,삼성 China A50 선물 ETN(H),17430.0,보합0,0.00%,0.0,17120.0
1379.0,RISE 컨택트대표,6420.0,상승  105,+1.66%,0.0,6370.0
1380.0,메리츠 3X 레버리지 미국채10년 ETN,57475.0,상승  130,+0.23%,0.0,57300.0
1381.0,DAISHIN343 K200,36205.0,상승  165,+0.46%,0.0,36205.0
1382.0,HANARO MSCI Korea TR,14930.0,상승  60,+0.40%,0.0,14935.0
1383.0,TIGER 200 헬스케어,19505.0,하락  290,-1.47%,0.0,19505.0
1384.0,한세엠케이,1138.0,하락  2,-0.18%,500.0,1137.0
1385.0,신한 레버리지 미국달러 선물 ETN,16995.0,상승  125,+0.74%,0.0,16960.0
1386.0,KODEX 미국부동산리츠(H),12075.0,보합0,0.00%,0.0,12060.0
1387.0,HANARO Fn K-뉴딜디지털플러스,7335.0,하락  165,-2.20%,0.0,7380.0
1388.0,TIGER 구리실물,12945.0,상승  45,+0.35%,0.0,12900.0
1389.0,삼성 레버리지 S&P500 선물 ETN,33585.0,하락  560,-1.64%,0.0,33580.0
1390.0,SOL 화장품TOP3플러스,10495.0,하락  35,-0.33%,0.0,10495.0
1391.0,국보,2110.0,보합0,0.00%,500.0,0.0
1392.0,TIGER 일본반도체FACTSET,12130.0,하락  105,-0.86%,0.0,12120.0
